Review,Features
"This book is a deserving winner of the prestigious Giller prize in 2008.  I've been wanting to read it for some time, but wanted to read Boyden's first book ""Three Day Road"" first.  As good as that book was, this one is even better.  But it was good to read Three Day Road first as it is a precursor to this one and helped me understand the characters a bit more.  Like Three Day Road, this book is so difficult to read in some ways because you keep waiting for the terrible, cataclysmic thing to happen.  And even though you know it's going to happen, it doesn't make it any less terrible when it does.  This book is also similar to Three Day Road as it told from the viewpoints of two different people.  Both Will and his young niece Annie have terrible stories to tell and each heals through the sharing of them.  I highly recommend this book, but I would suggest that you read Three Day Road first.  You will feel richer from the experience of enjoying superlative story telling.  Both books will take you up and out of your everyday life and into a magical world that seems so very real while you are there reading about it.","This book is a deserving winner of the prestigious Giller prize in 2008. I've been wanting to read it for some time, but wanted to read Boyden's first book ""Three Day Road"" first. As"
"The Amazon's Curse built on relationships and events that developed in The Vampire's Bride by Showalter. The book can stand alone but is so much better if you know the back story. My rating would have been different if I hadn't already connected with the characters while reading the previous book.The Vampire's Bride focuses on Layel, king of the vampires, and Delilah, an Amazon warrior. However, we are introduced to many other characters, including Zane & Nola. I was happy to find out how their story ended.I would not suggest using this book alone as an introduction to Showalter's writing. You'll be missing out.","The Vampire's Bride focuses on Layel, king of the vampires, and Delilah, an Amazon warrior. However, we are introduced to many other characters, including Zane & Nola."
I am not a fan of the Bound Hearts series..so perhaps I am not the best to review this book.  I did try two of them..but since I am a reader of romantic books...these didn't do it for me.  I don't see much romance in &#34;sharing&#34;.,I am not a fan of the Bound Hearts series..so perhaps I am not the best to review this book. I did try two of them...but since I am a reader of romantic books...they didn't
"I can't stop reading this series - i love the characters, Jacob and especially Victor, their relationship, as well as the plot. There's always a good bit of mystery going on, and some adventure, and we get to know more about Victor's past, and his voice, as usual, is something to look forward to.","i love the characters, Jacob and especially Victor, their relationship, as well as the plot. There's always a good bit of mystery going on, and some adventure, and we get to know more about Victor's past, and"
I loved this series. Seeing the stories of the all the family members together is very convenient. It is the best.,I loved this series. Seeing the stories of the all the family members together is very convenient. It is the best.
"I like dragons, and this was a free download, so I gave it a try. Aside from needing editing (or at least some proofreading) to clear up the clunky storytelling, I found myself disappointed. The story starts slow, works up unevenly to a burst of action... only to end not with a conclusion, but with an out-of-the-blue jump into the premise of the Dragonseer Saga series. That was halfway through the download: the other half turned out to be a preview of the first full-length Dragoneers book. Even knowing that it was a prequel, even knowing that it was a novella, I'd hoped for a more complete, self-contained tale, not what amounted to an overlong Prologue. I didn't bother with the preview; if this novella is an accurate indicator of the author's style and sense of story, I already know the Dragonseer Saga won't be on my reading list anytime soon.","I like dragons, and this was a free download, so I gave it a try. Aside from needing editing (or at least some proofreading) to clear up the clunky storytelling, I found myself disappointed."
"The first book in The Watchers series is an intriguing and fascinating vampire world.After escaping years of abuse as the prisoner of a brutal drug lord, Robyn Andrews boards the first bus out of town and heads for Louisville, Kentucky where a chance encounter with a stranger changes her life for the better? Watchers have one mission in life; to hunt and eliminate Rogue vampires and Trigg just wants to be left alone and do his job.  But he can&#8217;t seem to harden his heart against the petite woman who looks so lost standing in the rain.  He knows that that a future for them is impossible, she&#8217;s human, he&#8217;s a vampire, but she&#8217;s someone special. But the past is catching up and it has a way of changing destinies.This steady to fast paced plot keeps the reader engaged from beginning to end with well written scenes, vivid images and great compelling characters.  The author does such a fantastic job of giving these characters life that the reader can&#8217;t help but become enamored and want to know more.  As the reader gets caught up in the lives of Trigg and Robyn they are swept along with the Watchers missions as they battle the rogues and get their adrenalin pumping.The attraction between Trigg and Robyn is such a sweet passion that burns super hot at the same time.  The author conveys that chemistry and their relationship with such intensity that it captures the imagination. The reader can&#8217;t help but feel for these two characters, Robyn&#8217;s such a strong and sweet person that has been through hell and Trigg is this tough vampire that has such tender feelings for this lost waif, how can the reader not fall in love with them.  Even the sex scenes are contradictory in the fact that he is so sweet and tender but carries away by hot steamy lust that it takes the reader&#8217;s breath away.I can&#8217;t wait to read the next book in this wonderful and entertaining vampire world, Vane, Rosa and Rayne have definitely caught my attention and I want to know more about them as well as the Watchers.","The first book in The Watchers series is an intriguing and fascinating vampire world. After escaping years of abuse as the prisoner of a brutal drug lord, Robyn Andrews boards the first bus out of town and heads for"
Mexican Heat: Crimes and Cocktails....*shrug*  Good but predictable.  I've read and liked both Laura Baumbach and Josh Lanyon. This just isn't one of my favorites.,Good but predictable. I've read and liked both Laura Baumbach and Josh Lanyon. This just isn't one of my favorites.
"This book was a complete waste of, what, $2.  Not to mention the time I spent trying to read it.  Too bad, the story line had some potential but what a bunch of poorly written drivel!  And the redundancy of the speech in the book!  WOW.  The book it written from so many points of view it's hard to tell who's speaking when.  Don't get me wrong, I know it's a romance novel but c'mon!  It looks like I'm the only one who thought this book was so horrible and I won't apologize for warning you away.  This book is only for the HORRIBLY sappy sugary kind of reading.  I think I actually gained 5 lbs and a couple of cavities from reading what I did get through.","This book was a complete waste of, what, $2. Not to mention the time I spent trying to read it. Too bad, the story line had some potential but what a bunch of poorly written drivel! And the redundancy"
"I wrote a ""downer"" of a review yesterday...then realized that I hadn't read the entire book! Silly me...This is a very good ""cookbook"" with clear directions and quite a bit of good help that isn't in the basic Kindle User's Guide. I know I'll have more fun with this new best friend of mine after I finish the cookbook and start trying all the things listed that one can do. Just the thought of being able to access my Gmail while going down the road in our RV makes my mouth water. Add to that the ease of reading with larger type...well, this Western Reader is one happy gal. Thanks, David, for all your hard work!","This is a very good ""cookbook"" with clear directions and quite a bit of good help that isn't in the basic Kindle User's Guide. I know I'll have more fun with this new best friend"
Don't know why I downloaded...I got the first couple of chapters read & deleted it.  I'm not in to Psycho stuff.,Don't know why I downloaded...I got the first couple of chapters read & deleted it. I'm not in to Psycho stuff.
"JT Summers was in trouble.  He lusted after his friends little sister, and he was not happy about it at all.  He was supposed to be her protector, but who would save Nikki Durant from him?  He knew that she wanted him just like she knew he was equally affected.  When Nikki got herself arrested just to be near him, and JT resisted her once again, she pulled out all stops and went to her friend Jasmine for help.When JT arrived at Sweetwater Ranch to take Jasmine up on the swim she invited him for, he was horrified to find Nikki sunbathing in the nude.  He knew at that moment he had been had. After a very erotic encounter, JT couldn't get Nikki out of his mind.  When she showed up at his office during a rainstorm, and started stripping in his office, he knew he was in deep.  There was no way he could resist her, and he didn't even try.  It wasn't until after their first encounter that he realized he had taken her virginity, and he had all but called her an easy whore.JT didn't know if they even had a name for how badly he had screwed up.  Nikki had saved herself for him, and he had treated her horribly.  He had tried to see her, but Jasmine, Seth, and Zane had prevented him from getting anywhere near her.  He knew he was late in figuring it out, but he was in love with her, and was going to win her back.Another winner by MB!!  I like Nikki.  She is brash, sassy, and goes after what she wants at full steam.  No half way with her.  JT was fighting himself.  He loves Nikki, but is overwhelmed with obligation, and promises made to her brother.  JT promised to protect her in her brother's absence, but was loving her instead.  Great read!!","JT Summers was in trouble. He lusted after his friends little sister, and he was not happy about it at all. He was supposed to be her protector, but who would save Nikki Durant from him? He"
Good Book - easy to read. Ms. Lennox writes good stories.  If you need a love story on a rainy or beach day this is it.,Good Book - easy to read. Ms. Lennox writes good stories. If you need a love story on a rainy or beach day this is it.
"Other reviewers were right on the money when they pointed out that this book could have benefited tremendously from quality editing, particularly if the editor had the sense to tell the author that some of his writing quirks were patently ridiculous. The main characters' first and last names are used nearly every time they are mentioned, and they call each other by first and last name almost as often. If that was intended to be cute mannerism it didn't work.Large portions of this book were completely unrealistic and disjointed, even for a book that one automatically approaches with a certain level of suspended belief. The characters should have had potential, but never lived up to it.The (very small) part about them actually finding the ark was interesting, but also completely failed to live up to its potential. It was surprisingly brief and largely ignored for the rest of the book, despite supposedly being at the center of the story. I finished the book, but won't read anything else by this author and suggest other readers not waste their time.","The main characters' first and last names are used nearly every time they are mentioned, and they call each other by first and last name almost as often. If that was intended to be cute mannerism it didn't work"
I did not enjoy this novel as much as her other books.  I do enjoy her as an author that I have read most of her books,I did not enjoy this novel as much as her other books. I do enjoy her as an author that I have read most of her books
I wasn't drawn into this story. I found it unbelievable and couldn't feel for the main character.  I still thank the author for offering the book for free.,I wasn't drawn into this story. I found it unbelievable and couldn't feel for the main character. I still thank the author for offering the book for free.
"This story was over before it started. The story starts off with this queen who has so many traitors in her midst and the guy is on top of that list. He quickly seduces her into a boring, too quick sex romp and then the story is over. This story took about 7 minutes, but the excerpts from countless of other stories they want you to buy took much longer, about what this book should have been.","This story was over before it started. The story starts off with this queen who has so many traitors in her midst and the guy is on top of that list. He quickly seduces her into a boring, too quick "
"First I have to admit I did not finish this book. The writing was terrible and all over the place. I had a hard time trying to figure out what the heck was going on with this book. It was really weird. It took so long before the H and h even met and when they did it just seemed so forced. I had read the customer reviews before I purchased it, more had good things to say versus bad. So I figured I would give it a whirl. Big mistake. Lost .99 cents and a few hours of my life I will never get back. Skip it!!",The writing was terrible and all over the place. I had a hard time trying to figure out what the heck was going on with this book. It was really weird. It took so long before the H and H even met and when they did
I'm not too much into paranormal romance novels but I must say that Caleb is a man's man. He knows what he wants and he goes about getting it. In this case he wants Sommer and boy does he get her. A good read.,Caleb is a man's man. He knows what he wants and he goes about getting it. In this case he wants Sommer and boy does he get her. A good read.
"Quinn and Libby McKay had been together for fourteen years, but for the last three months, Libby had been living by herself after kicking her husband out.  She couldn't go on the way they had been.  They were no more than roommates, and she decided to either shake things up, or let go and move on.  It had truly shocked her that he seemed to take it in stride until he saw her dancing with someone else one night at Ziggy's.  Quinn had lost his temper, and that gave her some hope, but when he walked away not wanting to cause a scene, she was ready to give up.When Quinn showed up at the library waiting at her car, Libby didn't know what to think.  Hearing him ask for a second chance, and his proposition that she spend a weekend alone with him, she didn't know what to think.  Libby was further surprised to hear his agreement that he would give her time to think after their time together that was uninterrupted and free from pressure.  They had been so far apart from each other the past year that Libby was afraid to get her hopes up.  Knowing this was their last chance, she skeptically agreed.This was a different spin in that we witness the demise of a good marriage between two basically kind hearted people.  They allowed other issues come between them, and instead of tackling them head on, they tried to deal with them alone separating them farther.  Can these two find the path back to each other?  A good read with strong characters.  Rough Rider readers will appreciate this story.","Libby McKay had been together for fourteen years, but for the last three months, Libby had been living by herself after kicking her husband out. She couldn't go on the way they had been. They were"
"Never underestimate the mind of an unrehabilitated criminal; especially one who is planning his next violent crime, while completing his latest jail sentence.  Simply put, his final lesson in life was his final crime.  Thanks to Amazon, I was able to purchase this book, along with about 50 others so far, at reasonable costs, at my own convenience, and have not been without reading material since I received the Kindle.","""Never underestimate the mind of an unrehabilitated criminal; especially one who is planning his next violent crime, while completing his latest jail sentence. Simply put, his final lesson in life was his final crime. Thanks to Amazon, I"
"I enjoyed the beginning part of this book more than the last third.***Spoilers***I get really frustrated in romance books where either the h or H decide they aren't good enough for the other. However in this book during the first half it was the H who felt he wasn't good enough and the second half it was the h, plus she had other issues too. It was a bit too much for me to have both of them wavering and after they'd had an intimate relationship I would've liked to have seen more commitment, it wasn't realistic for the time period.","The beginning part of this book was a bit too much for me to have both of them wavering and after they'd had an intimate relationship I would've liked to have seen more commitment, it wasn't realistic for the time period"
"It's Friday night again, and Hailey Jennison joins her friends for an evening of group voyeurism as the hunk across the way from her friend's apartment struts his stuff in his own place.But this time, they get caught.  And Hailey is the one who will bear Gage's punishment of choice - an evening out with him!OK, Gage admits it is blackmail, but he has been waiting months for a chance to get the beautiful but skittish Hailey to go out with him, and when this opportunity comes, he grabs it!  Much like he'd like to grab her...Never has blackmail looked so dang good!  Marie Harte's newest release with Samhain Publishing, Enjoying the Show leaves me wondering if I should take up voyeurism as a hobby myself!  And if I had a neighbor like Gage Warren, I think I just might.  After all, it worked out very well for Hailey, did it not?  lolDespite the blackmail, Gage certainly never forces Hailey into anything she does not want.  In fact, he goes out of his way to leave her with choices, needing her to realize how much she cares for him and that this is not just a temporary sexual fling, but a real relationship to him.Although she trusts Gage, Hailey is nevertheless slow to trust his feelings for her as anything more than transient.  But having gotten her attention with some really great sex, Gage easily wins her heart with his unending patience and the ways he shows her how much she means to him as a person and friend, instead of just a bed partner.Every time I read another Marie Harte story, I become a bigger fan of this talented author.  After the holidays are over, I am sure I will be splurging on her backlist!  Enjoying the Show is a great addition to your erotic romance library, and is certain to leave you keeping an eye out for your own hunk with a view...","Enjoying the Show is a great addition to your erotic romance library, and is certain to leave you keeping an eye out for your own hunk with a view..."
"A great beginning for this fun and spicy series!! Keil is the definition of possessive alpha male in this story. While I loved reading about Keil & Robyn worked through their ""communication issues,"" turning this story into one I've never read about before. I recommend this book and series for anyone who likes to read a werewolf (slightly erotic) romance.Reviewed by: From Me to You ... Book Reviews(read more of this review and get a teaser on my blog)","Great beginning for this fun and spicy series!! Keil is the definition of possessive alpha male in this story. While I loved reading about Keil & Robyn worked through their ""communication issues,"" turning this story into one I'"
This short story was entirely too short. I am unable to figure out a purpose for these FEW pages. They could have been incorporated in another book in the series. I am very disappointed.,This short story was entirely too short. I am unable to figure out a purpose for these FEW pages. They could have been incorporated in another book in the series. I am very disappointed.
"A good short story for a reasonable price. Other reviewers have provided the story line, I'd add that I liked McTark's inventiveness in the sex scenes, with a tinge of exhibitionism. Good chemistry between Brian and Amber, their characters had enough depth to make me care about them. The misunderstanding between them was a little out of character for Brian, but you gotta have some angst tension for a good story. I could have used a little more background on Brian. How is a nice, hot, hunky, hung guy like Brian not married or at least involved?","A good short story for a reasonable price. Other reviewers have provided the story line, I'd add that I liked McTark's inventiveness in the sex scenes, with a tinge of exhibitionism."
I really enjoyed this book. It was different than most I've read. It actually used older cha r caters which just made the book great. The humor in it made me laugh.,It was different than most I've read. It actually used older Cha R caters which just made the book great. The humor in it made me laugh.
"The irony absolutely kills me that a product about how to get free books has to be paid for. What a con! Check the help page, or other peoples' reviews, and save your money.","The irony absolutely kills me that a product about how to get free books has to be paid for. What a con! Check the help page, or other people's reviews, and save your money."
This is the first book I have read by this lady. And it was very good.  I shall order another one soon.,This is the first book I have read by this lady. And it was very good. I shall order another one soon.
Big book of how to sell to the government.  Pretty extensive but not for the novice.  Very technical.  Only a silver about grants.  Just OK.  3 stars.,Very extensive but not for the novice. Very technical. Only a silver about grants. Just OK. 3 stars.
This was a quick read but a fun story. I enjoyed the characters and the simple story line. It was a perfect book for vacation.,This was a quick read but a fun story. I enjoyed the characters and the simple story line. It was a perfect book for vacation.
"I love books about rock stars, so when I found this I jumped on it. The joke was definitely on me. This story had the potential to be a great read, but I felt like I wasted my time. It read like it was rushed to completion. Some areas and characters were severly under developed and other areas gave way too much detail. I would love to see this rewritten and given a true chance to capture us rock star books loving praise.","I love books about rock stars, so when I found this I jumped on it. The joke was definitely on me. This story had the potential to be a great read, but I felt like I wasted my time. It read like it"
"This was a great story. I loved each of the 3 chapters.I wish it had been an entire book, so that I could get more background on the 'whys' of the 2 main characters.I have to wonder what the 'One Star' reviewers expected. I mean the name implies it is about Serial Killers. The blurb was right on target.Of course it's gruesome & disturbing & sick.Geez, have those reviewers reviewed Peter Pan and given it 1 star because ""it's a kid's book"".It's pretty ridiculous to rate a book low because it fits its genre.","This was a great story. I loved each of the 3 chapters.I wish it had been an entire book, so that I could get more background on the 'whys' of the 2 main characters.I have to wonder what the"
"Mr. Simon's story ""Coachella Valley Traffic Jam""  is really the best.  The characters all come together great and the story is very interesting.  I lived in the Imperial Valley for years and reading these stories brings back good memories.  I can hardly wait for Mr. Simon's next book.  The extra minutia is gone and things move right along like you want in a mystery.  Keep writing Mr. Simon!!I know I'm not the reviewer that Mr. Rober Tollison is, he says it much better.  I'll keep trying.","""Coachella Valley Traffic Jam"" is really the best. The characters all come together great and the story is very interesting. I lived in the Imperial Valley for years and reading these stories brings back good memories. I can hardly wait for Mr"
"I think this is one of the best books I've ever read. The description does a great job of telling you what it's about. Two people married to others, fall in love with the other. Chelsea is married to Jake. Tyler is married to Jennifer. I loved Chelsea, Tyler, and even Jake. Jennifer, no. Hell no. I'm not much for love triangles but this doesn't exactly feel like one. Adulterers that Chelsea and Tyler are, you don't hate them. You can't. And that's hard not to do, especially because Jake, is a great husband. A true great guy. Read it, you'll see. This book has it all, the great love story, a little drama, some comedy, and some great steam. Not porn, not 'use your imagination', but  true love scenes. I don't think you'll be disappointed.","This is one of the best books I've ever read. The description does a great job of telling you what it's about. Two people married to others, fall in love with the other. Chelsea is married to Jake. Tyler is"
I thought this book was really good even tho there is a lot of m/m scenes in it.  I liked the characters but some of the things they did our said were kind of cheesy.  Overall the book was a good read.,I thought this book was really good even tho there is a lot of m/m scenes in it. I liked the characters but some of the things they did our said were kind of cheesy. Overall the book
"I really did try to take this all into context but just couldn't.  It was ignorance like this that left amazing cultures so broken, filled with alcoholism, lost tradition and domestic violence.  This dude should have been trying to learn the sacred ways.  Only my opinion.",This dude should have been trying to learn the sacred ways. Only my opinion.
I've read all the Halle Puma books and this one was no exception. Dana Marie Bell is a fantastic shifter romance novelist.,Dana Marie Bell is a fantastic shifter romance novelist.
"It took a bit for me to follow the animal/human flipping back and forth, but it is a nice fantesy novel","It takes a bit for me to follow the animal/human flipping back and forth, but it is a nice fantesy novel"
Two lost souls find each other and help heal the wounds that have locked away their true selves for years.  This story is perfect in that it is realistic and shows how people can change for the better even if it does not have a fairy tail ending.  Real love can endure hard problems and survive.,Two lost souls find each other and help heal the wounds that have locked away their true selves for years. This story is perfect in that it is realistic and shows how people can change for the better even if it does not have 
"I really enjoyed terrible entire story. I can only hope that I would act as intelligent and resourceful as these young people, if I were ever placed in the same circumstances","I really enjoyed terrible entire story. I can only hope that I would act as intelligent and resourceful as these young people, if I were ever placed in the same circumstances"
"This was basically a fast read that the storyline also went fast, but this was a good story. I just felt that the book was sorta rushed.","This was basically a fast read that the storyline also went fast, but this was a good story. I just felt that the book was sorta rushed."
I'm sorry but i dont like these short story collections that mascarade as novels. There is little to no character developement or story plot. Save your money for something that will take longer than 15 minutes to read.,I'm sorry but I don't like these short story collections that mascarade as novels. There is little to no character developement or story plot. Save your money for something that will take longer than 15 minutes to read.
"The Delver world is most believable and truly detailed.With magic on the loose, there are strange happenings, old boundaries are broken and attacks of vengeance are made.With this second book... we see more of the interactions between all the different races and humans... as the fight for survival is on. Intense battles.I found this book a good follow to book one of the series, Delver Magic.Ryson Acumen, the delver... is the hero and is in the center of all the action. It's a great fight between good and evil set in a believable world that captures me and makes me look around curiously when I surface from the reading and make the transition back to my world and life!The ending of this book leaves many unresolved issues and I am eagerly looking forward to reading book 3!If you love fantasy, like action, enjoy watching strong characters learn and grow, like a touch of paranormal... you'll enjoy this book. I highly suggest you read the first book in the trilogy first.","The Delver world is most believable and truly detailed.With magic on the loose, there are strange happenings, old boundaries are broken and attacks of vengeance are made.With this second book... we see more of the interactions between"
"This book had some interesting and exciting parts, but it dragged in many places to the point of boredom.I did not enjoy it as I thought I might.","This book had some interesting and exciting parts, but it dragged in many places to the point of boredom. I did not enjoy it as I thought I might."
"I enjoyed how the story had characters from the first in the series. Independent, passionate and stubborn females are represented in each of these Improper Ladies.","I enjoyed how the story had characters from the first in the series. Independent, passionate and stubborn females are represented in each of these Improper Ladies."
"I think I stumbled into this genre of erotica without knowing its specifics. For that reason, even though the level of violence was much too much for me, someone else who was looking for this type of story may like it. I had to give only one star because of my tastes. If you aren't specifically looking for strong levels of violence and humiliation, then I suggest you not purchase this book. I'm sorry I even read as far as I did.","I think I stumbled into this genre of erotica without knowing its specifics. For that reason, even though the level of violence was much too much for me, someone else who was looking for this type of story may like it."
"OK there is a disturbing trend starting to develop.  In the 8th book in the series, her own dog Rusty was violently injured.  Now in this 9th book, her clients cat was murdered.  This animal cruelty trend is very ugly and not needed.  I hope the author stops the animal cruelty and killing in her books or I shall stop reading everything by her.This book is nice in that it has her back at her own business and working with her brother again. Rusty is her companion again.  This is all good and a well-needed change from the last book.Her husband is pouting because after crashing and almost being killed in a helicopter in the last book, she doesn't jump up and fly for him everytime he needs her to.  Flying is his passion, not hers, but he's being a baby about it.  Just never have warmed up to Drake.The storyline and plot is good, and like I mentioned, good to have her back at her own job with her brother and dog.  But had to take major points off, again, for the animal abuse issue.",This book is nice in that it has her back at her own business and working with her brother again. Rusty is her companion again. This is all good and a well-needed change from the last book.Her husband is pou
"i loved this book,great reading,told very good story,highly recommend.if you  love J.R WARD books you will love this one. happy reading.","i loved this book,great reading,told very good story,highly recommend.if you love J.R WARD books you will love this one. happy reading."""
Storyline could have been better and it was slow. It took to long to get to the threesome. As long as it it VERY cheap it is somewhat worth it.,It took to long to get to the threesome. As long as it it VERY cheap it is somewhat worth it.
"Gage Warren harbors a serious crush for the sexy woman watching him. Hailey Jennison is the only reason he parades around his apartment once-a-week giving the women across the quad a show. He's asked around about her and knows she's infamous at turning down dates. Gage's desperation leads him to blackmail her into a date. He's sweet, but he's no charmer. Instead, his directness is a huge turn-on!Hailey has tried for years to get people to look past her playmate body to the capable woman -- with brains! -- within.  She's alienated herself with her standoffish attitude.  But once Gage comes into the picture, she completely blooms.It's a quick read, but so worth it!",Hailey Jennison is the only reason he parades around his apartment once-a-week giving the women across the quad a show. He's asked around about her and knows she's infamous at turning down dates
Easy read and provided several very useful tipsWould recommend this book for purchase,Easy read and provided several very useful tipsWould recommend this book for purchase
this book is an absolute waste. there are now 20 minutes of my life wrapped up in this book i cant ever get back ...  sitter sneaks around peoples houses and get into thir personal belongings. she doesnt get why sitters are so important to the families she 'works' for. at the end shes no better than a thief. its a maniacle version of lady and the tiger ...,This book is an absolute waste. there are now 20 minutes of my life wrapped up in this book i cant ever get back ... sitter sneaks around peoples houses and get into thir personal belongings. she doesn'
"Because there really are very few good liberal/progressive publications available for the Kindle (or anywhere, for that matter), I subscribe to/support two ""political"" Kindle periodicals, The Nation and DailyKos. (For the more right-wing fare, I go read it free online.)The Nation's issues are well organized, sometimes thematically linked, and the articles well written with ample depth. I find myself learning about global issues that normally are not even touched on in the usual ""lowest common denominator"" fare on TV. Happenings in the arts and sciences are also covered.The Nation comes out once a week, which I find to be a good rate of publication for a magazine of this type. You don't get the breathless ""breaking news"" type of reporting (a la Wolf Blitzer) in The Nation, which I find refreshing, but the issues are current and usually of considerable importance. The editors have time to be editors and the writers have time to do their homework. It's a more measured, intelligent approach to the world than we've gotten used to with cable news and screaming-head blogs.I do not find The Nation to be all that left-wing. On the contrary, I find a balance of perspectives from left (mostly left-of-center) to center-right. Importantly, there are no ""Screaming of the Extremists"" portions. There are well-articulated viewpoints and the occasional intelligent debate. I'd like to see more of that tone in our general discourse.The Nation works great on the Kindle, and I find it very easy to get around each issue. So far, I have not encountered any typos either! I appreciate the work that goes into each issue.","The Nation's issues are well organized, sometimes thematically linked, and the articles well written with ample depth. I find myself learning about global issues that normally are not even touched on in the usual ""lowest common denominator"""
"Author and editors should do a better job of proofing -- especially for word usage.  Lots of misuses of ""then"" and ""than,"" ""passed"" and ""past,"" and ""accept"" and ""except.""  These errors were found throughout all three books.Aside from that, the characters were mercurial, and prone to over-blown prose; the dialog was easy to follow, if occasionally overwrought; the philosophical discussions were completely pedestrian (how many times will ""free will"" versus ""fate"" be debated?!?); the characters were sometimes inconsistent, sometimes too stiff, and other times quite engaging; and often the foreshadowing was heavy-handed.Even with all these faults, I enjoyed reading the series.","The author and editors should do a better job of proofing -- especially for word usage. Lots of misuses of ""then"" and ""than,"" ""passed"" and ""past,"" and ""accept"" and ""except."""
